data,miesiac,rok,numer_gr_klienta,numer kategorii,ilosc,sprzedaz,marza
30.04.2025,4,2025,486,636,4200,19067.04,5720.112
30.04.2025,4,2025,486,637,90,342.0,68.4
30.04.2025,4,2025,486,640,48,476.64,142.992
30.04.2025,4,2025,486,674,210,526.8,210.72
30.04.2025,4,2025,486,705,348,1291.08,387.324
30.04.2025,4,2025,486,706,84,1802.28,360.456
30.04.2025,4,2025,486,707,84,793.92,238.176
30.04.2025,4,2025,486,711,50,97.0,19.4
30.04.2025,4,2025,486,716,2194,14690.78,4407.234
30.04.2025,4,2025,733,33,44,507.2,101.44
30.04.2025,4,2025,733,38,56,218.16,43.632
30.04.2025,4,2025,768,9,439,3945.15,789.03
30.04.2025,4,2025,768,10,63,492.21,196.884
30.04.2025,4,2025,768,15,53,344.88,68.976
30.04.2025,4,2025,768,16,20,32.0,6.4
30.04.2025,4,2025,768,18,326,1281.61,256.322
30.04.2025,4,2025,768,19,28,178.5,35.7
30.04.2025,4,2025,768,20,55,121.2,48.48
30.04.2025,4,2025,768,21,143,1034.09,206.818
30.04.2025,4,2025,768,27,506,1998.4,799.36
30.04.2025,4,2025,768,28,42,482.46,96.492
30.04.2025,4,2025,768,33,37,632.01,126.402
30.04.2025,4,2025,768,34,4,45.4,9.08
30.04.2025,4,2025,768,35,30,75.48,30.192
30.04.2025,4,2025,768,38,176,1221.48,244.296
30.04.2025,4,2025,768,61,16,77.26,15.452
30.04.2025,4,2025,768,93,4,24.84,4.968
30.04.2025,4,2025,768,99,15,99.3,19.86
30.04.2025,4,2025,768,103,20,37.7,15.08
30.04.2025,4,2025,768,144,16,55.52,27.76
30.04.2025,4,2025,768,149,296,679.36,271.744
30.04.2025,4,2025,768,170,35,92.0,27.6
30.04.2025,4,2025,768,176,24,190.32,57.096
30.04.2025,4,2025,768,191,384,1177.44,470.976
30.04.2025,4,2025,768,214,24,88.61,17.722
30.04.2025,4,2025,768,232,11,50.49,15.147
30.04.2025,4,2025,768,245,120,67.2,20.16
30.04.2025,4,2025,768,258,70,231.7,69.51
30.04.2025,4,2025,768,259,78,165.86,49.758
30.04.2025,4,2025,768,281,18,71.82,21.546
30.04.2025,4,2025,768,287,6,52.74,15.822
30.04.2025,4,2025,768,326,6,94.0,28.2
30.04.2025,4,2025,768,408,94,243.98,97.592
30.04.2025,4,2025,768,420,84,63.0,12.6
30.04.2025,4,2025,768,445,12,125.22,25.044
30.04.2025,4,2025,768,453,6,31.2,9.36
30.04.2025,4,2025,768,459,39,129.87,38.961
30.04.2025,4,2025,768,496,90,174.6,52.38
30.04.2025,4,2025,768,533,10,29.6,11.84
30.04.2025,4,2025,768,630,10,17.3,6.92
30.04.2025,4,2025,768,631,111,234.65,70.395
30.04.2025,4,2025,768,637,43,195.52,39.104
30.04.2025,4,2025,768,645,39,101.41,40.564
30.04.2025,4,2025,768,648,12,31.2,12.48
30.04.2025,4,2025,768,650,12,48.24,19.296
30.04.2025,4,2025,768,654,4,7.6,3.04
30.04.2025,4,2025,768,666,5,19.95,7.98
30.04.2025,4,2025,768,668,93,304.29,121.716
30.04.2025,4,2025,768,674,30,122.4,48.96
30.04.2025,4,2025,768,701,20,68.84,20.652
30.04.2025,4,2025,768,708,12,59.6,17.88
30.04.2025,4,2025,768,711,60,124.6,24.92
30.06.2025,6,2025,124,9,194,1517.32,303.464
30.06.2025,6,2025,124,10,35,183.0,73.2
30.06.2025,6,2025,124,11,10,105.2,21.04
30.06.2025,6,2025,124,18,97,572.29,114.458
30.06.2025,6,2025,124,20,20,69.4,27.76
30.06.2025,6,2025,124,21,3,10.59,2.118
30.06.2025,6,2025,124,27,180,766.44,306.576
30.06.2025,6,2025,124,28,6,83.34,16.668
30.06.2025,6,2025,124,38,15,208.05,41.61
30.06.2025,6,2025,124,58,12,144.81,57.924
30.06.2025,6,2025,124,64,12,29.04,11.616
30.06.2025,6,2025,124,103,36,97.68,39.072
30.06.2025,6,2025,124,149,20,55.6,22.24
30.06.2025,6,2025,124,191,60,271.2,108.48
30.06.2025,6,2025,124,258,145,486.55,145.965
30.06.2025,6,2025,124,259,71,389.35,116.805
30.06.2025,6,2025,124,264,6,50.7,15.21
30.06.2025,6,2025,124,445,10,115.1,23.02
30.06.2025,6,2025,124,459,385,1282.05,384.615
30.06.2025,6,2025,124,496,45,87.3,26.19
30.06.2025,6,2025,124,631,143,367.09,110.127
30.06.2025,6,2025,124,637,21,103.29,20.658
30.06.2025,6,2025,124,674,4,30.36,12.144
30.06.2025,6,2025,283,3,31,257.49,102.996
30.06.2025,6,2025,283,6,516,1433.8,573.52
30.06.2025,6,2025,283,8,6,65.94,26.376
30.06.2025,6,2025,283,9,1038,9709.67,1941.934
30.06.2025,6,2025,283,10,227,1826.05,730.42
30.06.2025,6,2025,283,11,276,2929.6,585.92
30.06.2025,6,2025,283,16,40,57.6,11.52
30.06.2025,6,2025,283,18,1824,4923.61,984.722
30.06.2025,6,2025,283,19,30,127.44,25.488
30.06.2025,6,2025,283,20,125,227.25,90.9
30.06.2025,6,2025,283,21,187,1394.84,278.968
30.06.2025,6,2025,283,27,433,1815.4,726.16
30.06.2025,6,2025,283,28,96,1068.48,213.696
30.06.2025,6,2025,283,33,17,245.94,49.188
30.06.2025,6,2025,283,34,12,126.36,25.272
30.06.2025,6,2025,283,35,72,209.64,83.856
30.06.2025,6,2025,283,38,199,1039.43,207.886
30.06.2025,6,2025,283,61,6,33.36,6.672
30.06.2025,6,2025,283,78,6,75.54,22.662
30.06.2025,6,2025,283,99,40,251.6,50.32
30.06.2025,6,2025,283,103,10,24.0,9.6
30.06.2025,6,2025,283,120,-153,-416.37,-166.548
30.06.2025,6,2025,283,144,38,153.52,76.76
30.06.2025,6,2025,283,149,167,532.59,213.036
30.06.2025,6,2025,283,150,4,19.96,3.992
30.06.2025,6,2025,283,167,56,258.88,77.664
30.06.2025,6,2025,283,171,6,44.46,13.338
30.06.2025,6,2025,283,176,2,48.7,14.61
30.06.2025,6,2025,283,191,236,666.92,266.768
30.06.2025,6,2025,283,197,6,49.74,14.922
30.06.2025,6,2025,283,214,2,10.36,2.072
30.06.2025,6,2025,283,232,25,112.75,33.825
30.06.2025,6,2025,283,245,30,114.3,34.29
30.06.2025,6,2025,283,258,136,468.9,140.67
30.06.2025,6,2025,283,259,215,1175.17,352.551
30.06.2025,6,2025,283,264,19,157.23,47.169
30.06.2025,6,2025,283,287,6,54.48,16.344
30.06.2025,6,2025,283,293,24,98.16,29.448
30.06.2025,6,2025,283,297,3,19.95,5.985
30.06.2025,6,2025,283,305,26,184.62,55.386
30.06.2025,6,2025,283,445,30,334.3,66.86
30.06.2025,6,2025,283,455,6,68.16,20.448
30.06.2025,6,2025,283,459,472,1571.76,471.528
30.06.2025,6,2025,283,496,465,902.1,270.63
30.06.2025,6,2025,283,508,40,70.0,21.0
30.06.2025,6,2025,283,510,2,8.76,1.752
30.06.2025,6,2025,283,526,64,328.32,98.496
30.06.2025,6,2025,283,534,6,40.92,8.184
30.06.2025,6,2025,283,561,24,92.4,27.72
30.06.2025,6,2025,283,631,480,925.64,277.692
30.06.2025,6,2025,283,636,19,123.67,37.101
30.06.2025,6,2025,283,637,105,472.18,94.436
30.06.2025,6,2025,283,650,22,88.44,35.376
30.06.2025,6,2025,283,651,203,1142.34,456.936
30.06.2025,6,2025,283,692,6,190.26,57.078
30.06.2025,6,2025,283,701,12,58.0,17.4
30.06.2025,6,2025,283,706,4,95.1,19.02
30.06.2025,6,2025,283,708,4,21.32,6.396
30.06.2025,6,2025,283,711,310,622.8,124.56
30.06.2025,6,2025,312,3,64,501.58,200.632
30.06.2025,6,2025,312,9,469,4162.39,832.478
30.06.2025,6,2025,312,10,12,169.92,67.968
30.06.2025,6,2025,312,11,3,39.96,7.992
30.06.2025,6,2025,312,15,3,31.53,6.306
30.06.2025,6,2025,312,16,20,28.8,5.76
30.06.2025,6,2025,312,18,167,1225.06,245.012
30.06.2025,6,2025,312,19,3,32.76,6.552
30.06.2025,6,2025,312,20,-83,-291.48,-116.592
30.06.2025,6,2025,312,21,78,538.67,107.734
30.06.2025,6,2025,312,27,530,2025.76,810.304
30.06.2025,6,2025,312,28,42,520.56,104.112
30.06.2025,6,2025,312,33,19,291.51,58.302
30.06.2025,6,2025,312,34,8,62.28,12.456
30.06.2025,6,2025,312,35,30,81.24,32.496
30.06.2025,6,2025,312,38,848,4557.34,911.468
30.06.2025,6,2025,312,58,17,207.57,83.028
30.06.2025,6,2025,312,61,4,22.24,4.448
30.06.2025,6,2025,312,78,28,175.94,52.782
30.06.2025,6,2025,312,99,10,57.0,11.4
30.06.2025,6,2025,312,103,96,203.85,81.54
30.06.2025,6,2025,312,141,16,103.68,41.472
30.06.2025,6,2025,312,144,28,98.12,49.06
30.06.2025,6,2025,312,149,262,885.77,354.308
30.06.2025,6,2025,312,167,94,461.74,138.522
30.06.2025,6,2025,312,170,120,296.0,88.8
30.06.2025,6,2025,312,171,26,95.2,28.56
30.06.2025,6,2025,312,176,18,203.9,61.17
30.06.2025,6,2025,312,181,15,27.75,8.325
30.06.2025,6,2025,312,187,10,72.8,21.84
30.06.2025,6,2025,312,191,33,177.75,71.1
30.06.2025,6,2025,312,197,6,44.34,13.302
30.06.2025,6,2025,312,214,87,344.77,68.954
30.06.2025,6,2025,312,232,196,1006.84,302.052
30.06.2025,6,2025,312,245,58,209.47,62.841
30.06.2025,6,2025,312,258,300,1075.78,322.734
30.06.2025,6,2025,312,259,469,2498.73,749.619
30.06.2025,6,2025,312,264,5,55.0,16.5
30.06.2025,6,2025,312,287,18,146.94,44.082
30.06.2025,6,2025,312,311,8,44.08,13.224
30.06.2025,6,2025,312,326,12,105.72,31.716
30.06.2025,6,2025,312,345,2,18.42,3.684
30.06.2025,6,2025,312,379,48,247.68,74.304
30.06.2025,6,2025,312,420,6,34.5,6.9
30.06.2025,6,2025,312,445,32,345.09,69.018
30.06.2025,6,2025,312,459,936,3116.88,935.064
30.06.2025,6,2025,312,460,10,39.9,11.97
30.06.2025,6,2025,312,496,180,349.2,104.76
30.06.2025,6,2025,312,508,40,69.2,20.76
30.06.2025,6,2025,312,533,19,55.57,22.228
30.06.2025,6,2025,312,535,47,171.53,51.459
30.06.2025,6,2025,312,559,12,47.88,14.364
30.06.2025,6,2025,312,631,17,75.42,22.626
30.06.2025,6,2025,312,637,260,974.9,194.98
30.06.2025,6,2025,312,642,18,88.74,26.622
30.06.2025,6,2025,312,659,10,39.9,11.97
30.06.2025,6,2025,312,674,23,110.47,44.188
30.06.2025,6,2025,312,685,9,61.8,18.54
30.06.2025,6,2025,312,701,61,334.32,100.296
30.06.2025,6,2025,312,705,30,131.7,39.51
30.06.2025,6,2025,312,708,28,143.64,43.092
30.06.2025,6,2025,312,711,170,392.1,78.42
30.06.2025,6,2025,650,18,735,2505.9,501.18
30.06.2025,6,2025,650,28,540,3770.4,754.08
30.06.2025,6,2025,650,33,42,599.34,119.868
30.06.2025,6,2025,650,34,110,676.5,135.3
30.06.2025,6,2025,650,38,540,2909.04,581.808
30.06.2025,6,2025,650,93,324,1364.04,272.808
30.06.2025,6,2025,650,445,208,1564.32,312.864
30.06.2025,6,2025,733,636,-12,-81.12,-24.336
30.06.2025,6,2025,768,3,12,32.5,13.0
30.06.2025,6,2025,768,6,78,164.58,65.832
30.06.2025,6,2025,768,9,304,2641.79,528.358
30.06.2025,6,2025,768,10,17,60.0,24.0
30.06.2025,6,2025,768,11,39,475.74,95.148
30.06.2025,6,2025,768,16,28,71.36,14.272
30.06.2025,6,2025,768,18,90,499.25,99.85
30.06.2025,6,2025,768,19,6,65.56,13.112
30.06.2025,6,2025,768,20,25,60.0,24.0
30.06.2025,6,2025,768,21,109,793.8,158.76
30.06.2025,6,2025,768,27,592,2516.08,1006.432
30.06.2025,6,2025,768,28,30,340.92,68.184
30.06.2025,6,2025,768,33,5,68.3,13.66
30.06.2025,6,2025,768,35,48,141.6,56.64
30.06.2025,6,2025,768,38,170,747.44,149.488
30.06.2025,6,2025,768,78,4,44.72,13.416
30.06.2025,6,2025,768,99,2,11.4,2.28
30.06.2025,6,2025,768,141,42,187.74,75.096
30.06.2025,6,2025,768,144,17,66.23,33.115
30.06.2025,6,2025,768,149,245,638.22,255.288
30.06.2025,6,2025,768,167,6,32.7,9.81
30.06.2025,6,2025,768,214,10,15.35,3.07
30.06.2025,6,2025,768,232,28,161.7,48.51
30.06.2025,6,2025,768,258,110,382.1,114.63
30.06.2025,6,2025,768,259,6,22.5,6.75
30.06.2025,6,2025,768,324,12,40.2,12.06
30.06.2025,6,2025,768,408,108,240.98,96.392
30.06.2025,6,2025,768,445,29,218.23,43.646
30.06.2025,6,2025,768,459,343,1142.19,342.657
30.06.2025,6,2025,768,496,285,552.9,165.87
30.06.2025,6,2025,768,529,50,99.5,39.8
30.06.2025,6,2025,768,533,33,120.03,48.012
30.06.2025,6,2025,768,559,6,37.14,11.142
30.06.2025,6,2025,768,631,16,44.64,13.392
30.06.2025,6,2025,768,637,72,212.68,42.536
30.06.2025,6,2025,768,642,36,154.44,46.332
30.06.2025,6,2025,768,648,12,34.44,13.776
30.06.2025,6,2025,768,651,5,52.67,21.068
30.06.2025,6,2025,768,674,6,24.48,9.792
30.06.2025,6,2025,768,692,4,126.84,38.052
31.07.2025,7,2025,18,459,3840,9216.0,2764.8
31.07.2025,7,2025,124,9,231,1877.71,375.542
31.07.2025,7,2025,124,11,31,320.15,64.03
31.07.2025,7,2025,124,18,64,388.29,77.658
31.07.2025,7,2025,124,21,50,330.3,66.06
31.07.2025,7,2025,124,27,640,2728.4,1091.36
31.07.2025,7,2025,124,28,24,244.26,48.852
31.07.2025,7,2025,124,33,16,217.74,43.548
31.07.2025,7,2025,124,34,6,53.88,10.776
31.07.2025,7,2025,124,35,60,170.28,68.112
31.07.2025,7,2025,124,38,6,27.66,5.532
31.07.2025,7,2025,124,78,3,24.99,7.497
31.07.2025,7,2025,124,144,33,113.3,56.65
31.07.2025,7,2025,124,149,228,465.56,186.224
31.07.2025,7,2025,124,214,10,22.4,4.48
31.07.2025,7,2025,124,232,81,365.19,109.557
31.07.2025,7,2025,124,258,30,55.5,16.65
31.07.2025,7,2025,124,259,119,680.07,204.021
31.07.2025,7,2025,124,281,18,71.82,21.546
31.07.2025,7,2025,124,408,116,495.8,198.32
31.07.2025,7,2025,124,459,182,606.06,181.818
31.07.2025,7,2025,124,496,45,87.3,26.19
31.07.2025,7,2025,124,505,15,153.63,46.089
31.07.2025,7,2025,124,631,82,158.58,47.574
31.07.2025,7,2025,124,637,68,201.67,40.334
31.07.2025,7,2025,124,672,40,95.6,38.24
31.07.2025,7,2025,124,711,50,91.5,18.3
31.07.2025,7,2025,283,3,125,364.25,145.7
31.07.2025,7,2025,283,6,65,155.6,62.24
31.07.2025,7,2025,283,8,24,126.12,50.448
31.07.2025,7,2025,283,9,478,4241.4,848.28
31.07.2025,7,2025,283,10,151,894.26,357.704
31.07.2025,7,2025,283,11,166,2082.89,416.578
31.07.2025,7,2025,283,16,50,127.4,25.48
31.07.2025,7,2025,283,18,756,3500.07,700.014
31.07.2025,7,2025,283,19,72,256.56,51.312
31.07.2025,7,2025,283,20,92,163.84,65.536
31.07.2025,7,2025,283,21,32,261.28,52.256
31.07.2025,7,2025,283,27,1485,6177.98,2471.192
31.07.2025,7,2025,283,28,86,989.34,197.868
31.07.2025,7,2025,283,33,14,252.8,50.56
31.07.2025,7,2025,283,34,0,-77.52,-15.504
31.07.2025,7,2025,283,35,60,166.2,66.48
31.07.2025,7,2025,283,38,118,482.2,96.44
31.07.2025,7,2025,283,58,24,191.4,76.56
31.07.2025,7,2025,283,61,5,26.95,5.39
31.07.2025,7,2025,283,78,8,102.93,30.879
31.07.2025,7,2025,283,103,22,38.9,15.56
31.07.2025,7,2025,283,120,-687,-1862.13,-744.852
31.07.2025,7,2025,283,144,21,91.38,45.69
31.07.2025,7,2025,283,149,442,1464.01,585.604
31.07.2025,7,2025,283,167,198,931.3,279.39
31.07.2025,7,2025,283,168,8,91.07,27.321
31.07.2025,7,2025,283,170,74,238.94,71.682
31.07.2025,7,2025,283,176,6,55.31,16.593
31.07.2025,7,2025,283,181,15,29.4,8.82
31.07.2025,7,2025,283,191,504,1879.44,751.776
31.07.2025,7,2025,283,197,6,232.38,69.714
31.07.2025,7,2025,283,207,44,423.72,127.116
31.07.2025,7,2025,283,208,2,53.18,15.954
31.07.2025,7,2025,283,214,21,76.29,15.258
31.07.2025,7,2025,283,225,0,-6.63,-1.989
31.07.2025,7,2025,283,232,136,717.04,215.112
31.07.2025,7,2025,283,245,99,224.8,67.44
31.07.2025,7,2025,283,258,315,1009.9,302.97
31.07.2025,7,2025,283,259,155,941.51,282.453
31.07.2025,7,2025,283,264,22,231.24,69.372
31.07.2025,7,2025,283,281,12,47.88,14.364
31.07.2025,7,2025,283,287,6,30.54,9.162
31.07.2025,7,2025,283,293,24,160.8,48.24
31.07.2025,7,2025,283,297,9,89.61,26.883
31.07.2025,7,2025,283,305,24,347.88,104.364
31.07.2025,7,2025,283,420,37,101.5,20.3
31.07.2025,7,2025,283,445,6,62.7,12.54
31.07.2025,7,2025,283,459,506,1684.98,505.494
31.07.2025,7,2025,283,496,375,727.5,218.25
31.07.2025,7,2025,283,508,120,213.6,64.08
31.07.2025,7,2025,283,510,5,19.7,3.94
31.07.2025,7,2025,283,511,60,87.6,35.04
31.07.2025,7,2025,283,533,13,130.81,52.324
31.07.2025,7,2025,283,535,32,124.45,37.335
31.07.2025,7,2025,283,559,10,39.9,11.97
31.07.2025,7,2025,283,631,32,89.28,26.784
31.07.2025,7,2025,283,636,17,97.96,29.388
31.07.2025,7,2025,283,637,123,570.55,114.11
31.07.2025,7,2025,283,642,20,98.6,29.58
31.07.2025,7,2025,283,705,12,49.08,14.724
31.07.2025,7,2025,283,711,260,534.8,106.96
31.07.2025,7,2025,312,3,20,231.12,92.448
31.07.2025,7,2025,312,6,134,397.94,159.176
31.07.2025,7,2025,312,9,435,3737.16,747.432
31.07.2025,7,2025,312,10,3,11.88,4.752
31.07.2025,7,2025,312,11,68,746.86,149.372
31.07.2025,7,2025,312,15,10,82.9,16.58
31.07.2025,7,2025,312,16,20,34.8,6.96
31.07.2025,7,2025,312,18,684,3097.68,619.536
31.07.2025,7,2025,312,19,6,21.54,4.308
31.07.2025,7,2025,312,20,130,420.95,168.38
31.07.2025,7,2025,312,21,50,234.76,46.952
31.07.2025,7,2025,312,27,228,1059.0,423.6
31.07.2025,7,2025,312,28,22,266.6,53.32
31.07.2025,7,2025,312,33,5,84.95,16.99
31.07.2025,7,2025,312,35,66,217.5,87.0
31.07.2025,7,2025,312,38,64,341.22,68.244
31.07.2025,7,2025,312,58,2,15.74,6.296
31.07.2025,7,2025,312,64,12,29.52,11.808
31.07.2025,7,2025,312,78,19,171.2,51.36
31.07.2025,7,2025,312,93,3,18.42,3.684
31.07.2025,7,2025,312,99,10,66.2,13.24
31.07.2025,7,2025,312,103,36,110.4,44.16
31.07.2025,7,2025,312,120,-475,-1285.25,-514.1
31.07.2025,7,2025,312,141,146,586.86,234.744
31.07.2025,7,2025,312,144,41,173.82,86.91
31.07.2025,7,2025,312,149,246,938.53,375.412
31.07.2025,7,2025,312,167,14,68.9,20.67
31.07.2025,7,2025,312,170,40,78.0,23.4
31.07.2025,7,2025,312,191,192,579.84,231.936
31.07.2025,7,2025,312,214,34,101.66,20.332
31.07.2025,7,2025,312,232,96,483.76,145.128
31.07.2025,7,2025,312,245,40,18.0,5.4
31.07.2025,7,2025,312,258,1405,5570.15,1671.045
31.07.2025,7,2025,312,259,39,184.82,55.446
31.07.2025,7,2025,312,264,5,68.24,20.472
31.07.2025,7,2025,312,379,168,670.32,201.096
31.07.2025,7,2025,312,408,62,121.86,48.744
31.07.2025,7,2025,312,420,12,48.0,9.6
31.07.2025,7,2025,312,445,25,293.25,58.65
31.07.2025,7,2025,312,459,3049,10153.17,3045.951
31.07.2025,7,2025,312,496,525,1018.5,305.55
31.07.2025,7,2025,312,510,2,6.3,1.26
31.07.2025,7,2025,312,529,50,99.5,39.8
31.07.2025,7,2025,312,533,92,152.43,60.972
31.07.2025,7,2025,312,631,254,414.98,124.494
31.07.2025,7,2025,312,637,129,407.56,81.512
31.07.2025,7,2025,312,674,40,198.1,79.24
31.07.2025,7,2025,312,711,540,1119.7,223.94
31.07.2025,7,2025,486,38,108,2578.32,515.664
31.07.2025,7,2025,486,61,384,7506.08,1501.216
31.07.2025,7,2025,486,187,50,270.0,81.0
31.07.2025,7,2025,486,206,280,1736.56,520.968
31.07.2025,7,2025,486,207,700,5437.28,1631.184
31.07.2025,7,2025,486,208,264,4777.38,1433.214
31.07.2025,7,2025,486,232,1416,4205.52,1261.656
31.07.2025,7,2025,486,233,162,806.67,242.001
31.07.2025,7,2025,486,255,120,791.4,237.42
31.07.2025,7,2025,486,259,1206,3093.75,928.125
31.07.2025,7,2025,486,281,222,844.08,253.224
31.07.2025,7,2025,486,286,810,10227.42,3068.226
31.07.2025,7,2025,486,305,414,3712.22,1113.666
31.07.2025,7,2025,486,313,120,454.8,136.44
31.07.2025,7,2025,486,324,96,355.2,106.56
31.07.2025,7,2025,486,330,862,2999.0,899.7
31.07.2025,7,2025,486,350,6895,28178.51,8453.553
31.07.2025,7,2025,486,356,2808,14867.28,4460.184
31.07.2025,7,2025,486,369,434,749.62,224.886
31.07.2025,7,2025,486,379,528,1679.04,503.712
31.07.2025,7,2025,486,393,1240,3491.3,1047.39
31.07.2025,7,2025,486,459,1240,3633.2,1089.96
31.07.2025,7,2025,486,496,195,274.95,82.485
31.07.2025,7,2025,486,500,1567,14259.73,4277.919
31.07.2025,7,2025,486,508,1240,1882.8,564.84
31.07.2025,7,2025,486,516,20,278.2,83.46
31.07.2025,7,2025,486,526,1284,5828.52,1748.556
31.07.2025,7,2025,486,530,345,614.1,184.23
31.07.2025,7,2025,486,535,658,2660.76,798.228
31.07.2025,7,2025,486,554,520,2122.16,636.648
31.07.2025,7,2025,486,559,1598,6604.4,1981.32
31.07.2025,7,2025,486,631,2990,5046.46,1513.938
31.07.2025,7,2025,486,636,984,4874.36,1462.308
31.07.2025,7,2025,486,640,12,118.44,35.532
31.07.2025,7,2025,486,659,130,450.3,135.09
31.07.2025,7,2025,486,674,124,267.64,107.056
31.07.2025,7,2025,486,702,80,214.4,64.32
31.07.2025,7,2025,486,705,12,44.28,13.284
31.07.2025,7,2025,486,706,168,3864.0,772.8
31.07.2025,7,2025,486,707,96,879.22,263.766
31.07.2025,7,2025,486,716,155,1242.18,372.654
31.07.2025,7,2025,733,18,160,793.84,158.768
31.07.2025,7,2025,733,21,72,177.12,35.424
31.07.2025,7,2025,733,28,288,2802.48,560.496
31.07.2025,7,2025,733,33,96,1200.52,240.104
31.07.2025,7,2025,733,34,16,98.4,19.68
31.07.2025,7,2025,733,38,262,1110.38,222.076
31.07.2025,7,2025,733,510,441,994.23,198.846
31.07.2025,7,2025,768,3,3,25.53,10.212
31.07.2025,7,2025,768,9,296,2646.3,529.26
31.07.2025,7,2025,768,10,31,257.34,102.936
31.07.2025,7,2025,768,11,145,1913.58,382.716
31.07.2025,7,2025,768,16,40,64.0,12.8
31.07.2025,7,2025,768,18,528,1406.29,281.258
31.07.2025,7,2025,768,20,235,649.4,259.76
31.07.2025,7,2025,768,21,40,93.8,18.76
31.07.2025,7,2025,768,27,1820,8370.72,3348.288
31.07.2025,7,2025,768,28,4,32.68,6.536
31.07.2025,7,2025,768,33,6,98.7,19.74
31.07.2025,7,2025,768,34,18,165.89,33.178
31.07.2025,7,2025,768,35,72,233.28,93.312
31.07.2025,7,2025,768,38,73,240.16,48.032
31.07.2025,7,2025,768,99,11,67.3,13.46
31.07.2025,7,2025,768,103,5,12.0,4.8
31.07.2025,7,2025,768,120,-86,-240.64,-96.256
31.07.2025,7,2025,768,149,196,543.26,217.304
31.07.2025,7,2025,768,170,55,141.8,42.54
31.07.2025,7,2025,768,191,48,144.96,57.984
31.07.2025,7,2025,768,214,10,57.5,11.5
31.07.2025,7,2025,768,232,12,53.88,16.164
31.07.2025,7,2025,768,258,50,123.7,37.11
31.07.2025,7,2025,768,259,3,26.27,7.881
31.07.2025,7,2025,768,281,12,47.88,14.364
31.07.2025,7,2025,768,299,1,12.24,3.672
31.07.2025,7,2025,768,330,12,41.76,12.528
31.07.2025,7,2025,768,372,12,85.08,25.524
31.07.2025,7,2025,768,459,627,2087.91,626.373
31.07.2025,7,2025,768,496,60,116.4,34.92
31.07.2025,7,2025,768,529,50,99.5,39.8
31.07.2025,7,2025,768,533,1,3.96,1.584
31.07.2025,7,2025,768,541,36,149.64,44.892
31.07.2025,7,2025,768,559,33,182.27,54.681
31.07.2025,7,2025,768,637,25,85.35,17.07
31.07.2025,7,2025,768,669,10,19.9,3.98
31.07.2025,7,2025,768,674,40,189.6,75.84
31.07.2025,7,2025,768,706,5,41.65,8.33
31.07.2025,7,2025,768,711,60,127.8,25.56
31.08.2025,8,2025,124,3,124,299.32,119.728
31.08.2025,8,2025,124,6,-22,-89.32,-35.728
31.08.2025,8,2025,124,9,156,1548.43,309.686
31.08.2025,8,2025,124,15,6,75.3,15.06
31.08.2025,8,2025,124,18,127,578.55,115.71
31.08.2025,8,2025,124,19,12,43.08,8.616
31.08.2025,8,2025,124,27,697,2456.72,982.688
31.08.2025,8,2025,124,28,28,328.1,65.62
31.08.2025,8,2025,124,33,6,113.76,22.752
31.08.2025,8,2025,124,34,6,48.12,9.624
31.08.2025,8,2025,124,35,24,66.48,26.592
31.08.2025,8,2025,124,38,33,178.58,35.716
31.08.2025,8,2025,124,64,12,29.52,11.808
31.08.2025,8,2025,124,78,3,33.42,10.026
31.08.2025,8,2025,124,99,3,12.75,2.55
31.08.2025,8,2025,124,103,24,64.8,25.92
31.08.2025,8,2025,124,144,24,100.44,50.22
31.08.2025,8,2025,124,149,53,340.73,136.292
31.08.2025,8,2025,124,167,14,68.9,20.67
31.08.2025,8,2025,124,170,9,65.76,19.728
31.08.2025,8,2025,124,191,6,35.94,14.376
31.08.2025,8,2025,124,214,3,8.97,1.794
31.08.2025,8,2025,124,232,54,339.24,101.772
31.08.2025,8,2025,124,245,193,312.24,93.672
31.08.2025,8,2025,124,258,70,230.2,69.06
31.08.2025,8,2025,124,259,252,1442.77,432.831
31.08.2025,8,2025,124,264,6,94.68,28.404
31.08.2025,8,2025,124,281,3,11.97,3.591
31.08.2025,8,2025,124,287,12,66.06,19.818
31.08.2025,8,2025,124,324,12,40.8,12.24
31.08.2025,8,2025,124,393,6,16.86,5.058
31.08.2025,8,2025,124,445,16,178.52,35.704
31.08.2025,8,2025,124,459,368,1236.94,371.082
31.08.2025,8,2025,124,496,121,286.58,85.974
31.08.2025,8,2025,124,631,426,958.7,287.61
31.08.2025,8,2025,124,636,15,105.39,31.617
31.08.2025,8,2025,124,637,57,228.23,45.646
31.08.2025,8,2025,124,642,18,88.74,26.622
31.08.2025,8,2025,124,674,16,74.6,29.84
31.08.2025,8,2025,283,3,175,750.12,300.048
31.08.2025,8,2025,283,6,54,184.56,73.824
31.08.2025,8,2025,283,8,38,304.07,121.628
31.08.2025,8,2025,283,9,807,7358.03,1471.606
31.08.2025,8,2025,283,10,107,705.64,282.256
31.08.2025,8,2025,283,11,82,863.14,172.628
31.08.2025,8,2025,283,15,12,116.64,23.328
31.08.2025,8,2025,283,16,90,184.7,36.94
31.08.2025,8,2025,283,18,305,1679.73,335.946
31.08.2025,8,2025,283,19,26,258.5,51.7
31.08.2025,8,2025,283,20,195,490.4,196.16
31.08.2025,8,2025,283,21,54,240.67,48.134
31.08.2025,8,2025,283,27,1169,4900.52,1960.208
31.08.2025,8,2025,283,28,25,271.6,54.32
